"tmpID","labels","value","reqType","fieldName","uid","seq","parentId"
"fv0858","FieldValue"," reproduce visual and audible alarms in compliance with the conditions listed into the IEC 60601-2-24, table 208.101 (according the  appropriate device classification).","Technical","specification",,141,"N/A"
"fv0859","FieldValue"," have a visible UI for information and alarms that use appropriate indicators/graphical icons coloured as reported in Appendix#3.","Technical","specification",,142,"N/A"
"fv0860","FieldValue"," have materials in contact with drug product subjected to extractables studies for an overall contact of maximum [THERAPY_CYCLE_DURATION] + 12 hrs, according to ISO 10993-16 and ISO10993-17.","Technical","specification",,143,"N/A"
"fv0861","FieldValue"," have materials in contact with drug product subjected to leachables studies for an overall contact of maximum [THERAPY_CYCLE_DURATION ]+ 12 hrs.","Technical","specification",,144,"N/A"
"fv0862","FieldValue"," be subjected to a humidity preconditioning treatment before performing the compliance tests related to clause 8.7.3, 8.7.4 of IEC 60601.","Technical","specification",,145,"N/A"
"fv0863","FieldValue"," maintain BASIC SAFETY and ESSENTIAL PERFORMANCE and not show any form of condensation on live parts after being subjected to leakages of drug coming out from a POD.","Technical","specification",,146,"N/A"
"fv0864","FieldValue"," maintain BASIC SAFETY and ESSENTIAL PERFORMANCES under the following environmental conditions: 700 hPa to 1060 hPa (equivalent to -381.9 to 3010.9 meters vs sea level)","Technical","specification",,147,"N/A"
"fv0865","FieldValue"," pass a visual inspection and maintain BASIC SAFETY and ESSENTIAL PERFORMANCE after the drop test executed in accordance to the IEC60601-1 15.3.4.1:

   -  free drop the DEVICE once per each face from the height of 100 cm onto a 50 mm ± 5 mm thick hardwood board (hardwood > 600 kg/m3) lying flat on a concrete or a similar rigid base.

All DEVICE parts shall be in compliance with this requirement and tested according to the following scheme:

   -  POD alone, properly packaged in its sealed packaging
   -  POD alone, removed from its sealed packaging
   -  CONTROLLER alone, removed from its packaging
   -  CONTROLLER properly mechanically connected to the POD.","Technical","specification",,148,"N/A"
"fv0866","FieldValue"," pass a visual inspection and maintain BASIC SAFETY and ESSENTIAL PERFORMANCE after being hit by an impact mass in accordance to IEC60601-1 clause 15.3.3:

   -  the DEVICE SHALL be supported in its normal position. A solid smooth steel ball, approximately 50 mm in diameter and with a mass of 500 g ± 25 g, is permitted to fall freely from a 1,3 m height once onto each relevant part of the test sample.

   -  To test vertical surfaces, the steel ball is suspended by a cord and allowed to swing like a pendulum in order to apply a horizontal impact, dropping though a vertical distance of 1,3 m once against each relevant part of the test sample","Technical","specification",,149,"N/A"
"fv0867","FieldValue"," pass a visual inspection and maintain BASIC SAFETY and ESSENTIAL PERFORMANCE after being pushed in accordance with the IEC60601-1 clause 15.3.2 as follow:

   -  Pushing steady force: 250 N +/- 10 N (not applied on the display active area)
   -  Pushing time: 5 s
   -  Contact type: a suitable tool able to provide contact over a circular plane surface of 30 mm in diameter SHALL be used","Technical","specification",,150,"N/A"
"fv0868","FieldValue"," pass a visual inspection and maintain BASIC SAFETY and ESSENTIAL PERFORMANCE prior and after being subjected to a shock test carried out in accordance with IEC 60068-2-27 and conditions specified in IEC TR 60721-4-7:2001 Type I:

   -  Shock response spectrum: 150 m/s2 (15g)
   -  Duration: 11 ms
   -  Pulse Shape: half-sine
   -  Number of shocks: 3 shocks per direction per axis (18 total)

All DEVICE parts shall be in compliance with this requirement and tested according to the following scheme:

   -  POD alone, removed from its sealed packaging
   -  CONTROLLER alone, removed from its packaging
   -  CONTROLLER properly coupled with POD","Technical","specification",,151,"N/A"
"fv0869","FieldValue"," pass a visual inspection and maintain BASIC SAFETY and ESSENTIAL PERFORMANCE prior and after being exposed to the vibration test in accordance with IEC 60068-2-64:2008 and conditions specified in IEC TR 60721-4-7:2001 Class 7M2 as follows:

   -  10 Hz to 100 Hz: 1.0 (m/s2)2/Hz
   -  100 Hz to 200 Hz: –3 db per octave
   -  200 Hz to 2 000 Hz: 0,5 (m/s2)2/Hz
duration: 30 min per perpendicular axis (3 total).

All DEVICE parts shall be in compliance with this requirement and tested according to the following scheme:

   -  POD alone, removed from its sealed packaging
   -  CONTROLLER alone, removed from its packaging
   -  CONTROLLER properly coupled with POD","Technical","specification",,152,"N/A"
"fv0870","FieldValue"," pass a visual inspection and maintain BASIC SAFETY and ESSENTIAL PERFORMANCE after being placed in a circulating air oven at a temperature of 70 °C, for a period of 7 hrs, then permitted to cool to room temperature.","Technical","specification",,153,"N/A"
"fv0871","FieldValue"," have external enclosures (excluding any rubber insert) that do not show a remaining impression larger than 2 mm in diameter left by a metal ball of diameter 5 mm pressed against them with a force of 20 N for a time period of 1h at 75 °C +/- 2 °C.","Technical","specification",,154,"N/A"
"fv0872","FieldValue"," have patient leakage and auxiliary currents that are less than or equal to the maximum values specified in Table 3 and 4 of IEC 60601-1, Section 8.7 under Normal and Single Fault Conditions. Values shall be verified according to classification and working voltage rating. The test shall be performed after humidity preconditioning according to IEC60601-1, Clause 5.7","Technical","specification",,155,"N/A"
"fv0873","FieldValue"," have minimum Creepage Distances of 3.4 mm and minimum Air Clearances of 2.1 mm","Technical","specification",,156,"N/A"
"fv0874","FieldValue"," withstand voltages applied during the Dielectric Strength test as per IEC60601-1, clause 8.8.3.","Technical","specification",,157,"N/A"
"fv0875","FieldValue"," be compliant to IEC 60601-1-2 clause 6.2.1.10 prior and after being exposed to electrostatic discharges as specified in IEC 61000-4-2 and conditions specified as follow:

   -  Direct and indirect contact discharges: ±2 kV, ±4 kV and ±8 kV, applied to conductive accessible parts and coupling planes.
   -  Air discharges: ±8 kV, ±10 kV, ±12 kV ±15 kV, applied to non-conductive accessible parts.

Note: The number of discharges at each level and polarity will be 10 with a time interval of minimally 1s between the individual discharges.","Technical","specification",,158,"N/A"
"fv0876","FieldValue"," comply with the following sections for Electro Magnetic Compatibility (for Emissions and Immunity):

   - IEC 60601-1-2:2007
   - IEC 60601-2-24, clauses 202.6.2.1.3 and 202.6.2.2.1.

After the completion of the test, the following requirements SHALL be verified:
   - TRS-[TBD] (Infusion line occlusion detection)
   - TRS-[TBD] (Protection against unintended bolus)
   - TRS-[TBD] (Alarms SPL)","Technical","specification",,159,"N/A"
"fv0877","FieldValue"," have no surfaces that are in contact with the USER or can be reached by the USER that exceed a temperature of 43°C.

Note: The test shall be performed with the DEVICE operated at worst-case conditions of ambient temperature specified for its operating conditions in normal use.","Technical","specification",,160,"N/A"
"fv0878","FieldValue"," have external surfaces in contact with the USER made of materials which meet biocompatibility requirements and needs as per ISO10993-1 and correlated.","Technical","specification",,161,"N/A"
"fv0879","FieldValue"," meet applicable requirements of the EC Directive 2011/65/EU (RoHS)","Technical","specification",,162,"N/A"
"fv0880","FieldValue"," meet applicable requirements of the EC 1907/2006 Directive (REACH).","Technical","specification",,163,"N/A"
"fv0881","FieldValue"," meet applicable requirements of the EC 96/2002 Directive (WEEE).","Technical","specification",,164,"N/A"
"fv0882","FieldValue"," contain a BATTERY that complies with the following standards: 

   -  IEC 60086-1
   -  IEC 60086-2
   -  IEC 60086-6","Technical","specification",,165,"N/A"
"fv0883","FieldValue"," maintain BASIC SAFETY and ESSENTIAL PERFORMANCE following transport simulation (see requirement ""Transport simulation"" for specification) of the CONTROLLER and POD in their respective packaging, made after a duration of [TBD] in each of the following environmental conditions in the order provided:  

     1.  [TBD] °C to + 5 °C
     2.  + 5 °C to + 35 °C at 90% RH (non-condensing)
     3.  > 35 °C to [TBD] °C at a water vapor pressure of 50 hPa","Technical","specification",,166,"N/A"
"fv0884","FieldValue"," consist only of components having a minimum shelf life of [COMPONENTS_SHELF_LIFE] under the following environmental conditions: 

     -  Temperature: 0 °C to + 35 °C [TBD]
     -  Humidity: 15% RH to 90% RH (including condensation) [TBD]","Technical","specification",,167,"N/A"
"fv0885","FieldValue",", both in its coupled state and as two individual parts, maintain BASIC SAFETY and ESSENTIAL PERFORMANCE immediately after being subjected to IPX5 test conditions as specified in IEC 60529:1989.","Technical","specification",,168,"N/A"
"fv0886","FieldValue"," maintain BASIC SAFETY and ESSENTIAL PERFORMANCE under the following operating conditions:  

     -  Temperature: +5 °C to + 40 °C
     -  Humidity: 15% RH to 90% RH  (1)
     -  Atmospheric pressure: 700 hPa to 1060 hPa  (2)
  
Notes:
(1)  non-condensing, non-saline and not requiring a water vapour partial pressure greater than 50 hPa
(2)  equivalent to -381.9 to 3010.9 meters vs. sea level","Technical","specification",,169,"N/A"
"fv0887","FieldValue"," be able to deliver a drug, or equivalent fluid, of [TBD] cP according to the regimen below, whilst maintaining the respective specified accuracy limits (see requirements [TBD] and  [TBD]) under steady-state thermal conditions in an environmental temperature of 5 °C:

  -   1 hour of basal delivery at highest dosage configuration (see requirement  [TBD]), with 4 bolus doses evenly placed throughout the hour","Technical","specification",,170,"N/A"
"fv0888","FieldValue"," be able to deliver a drug, or equivalent fluid, of [TBD] cP according to the highest dosage basal regimen, within the respective specified accuracy limits within [TBD] minutes of having been transferred from the minimum specified storage temperature (see [TRS-206]) to the maximum specified operating temperature (see [TRS-206]).","Technical","specification",,171,"N/A"
"fv0889","FieldValue"," maintain BASIC SAFETY and ESSENTIAL PERFORMANCE when stored without its packaging or carry case for a duration of [TBD] under the following environmental conditions: 

     1.  [TBD] °C to + 5 °C
     2.  + 5 °C to + 35 °C at 90% RH (non-condensing)
     3.  > 35 °C to [TBD] °C at a water vapor pressure of 50 hPa","Technical","specification",,172,"N/A"
"fv0890","FieldValue"," consist of parts (CONTROLLER and POD) each having a unique serial number identifier stored in a safe and non-erasable location of the memory during manufacturing.","Technical","specification",,173,"N/A"
"fv0891","FieldValue"," have markings forming part of the UI that are abrasion resistant according to cycles described by ISO 2459:2020.","Technical","specification",,174,"N/A"
"fv0892","FieldValue"," have injection moulded components that identify, wherever possible and on internal appropriate and non functional surfaces, the following marking part symbols (expressed in order of priority) in order to ease any eventual traceability process or activity:

   - Cavity number
   - Revision symbol
   - Moulding Date Calendar Clock
   - Component Part Number
   - Material Recycle Symbol and standardized code","Technical","specification",,175,"N/A"
"fv0893","FieldValue",", in its filled and assembled state, have a maximum mass of [MAX_DEVICE_MASS].","Technical","specification",,176,"N/A"
"fv0894","FieldValue"," have dimensions within the following ranges:

   -  Y axis: height in range [MIN_HEIGHT] to [MAX_HEIGHT]
   -  X axis: width in range [MIN_WIDTH] to [MAX_WIDTH]
   -  Z axis: thickness in range [MIN_THICKNESS] to [MAX_THICKNESS]

Note: The values above indicated refer to the maximum dimensions of the area which contains the orthogonal projection of the DEVICE when observed normally along each of the three main directions. Dimensions reported are POD is assembled on the CONTROLLER and is not intended to include the dimensions of the ADHESIVE PATCH.","Technical","specification",,177,"N/A"
"fv0895","FieldValue"," have external surfaces that are free from any sharp corners and edges or particle contamination that could cause injury to a person’s finger with particular attention to flanges or frame edges and the removal of burrs.","Technical","specification",,178,"N/A"
"fv0896","FieldValue"," have no parts or sub-assemblies intended to be handled separately in the home use environment that fit within the small parts cylinder test fixture described in either US 16 CFR 1501.4 or ISO 8124-1.","Technical","specification",,179,"N/A"
"fv0897","FieldValue"," incorporate a mechanism of data integrity for the safety critical values held in the CONTROLLER's memory","Technical","specification",,180,"N/A"
"fv0898","FieldValue"," incorporate all control logic required by the DEVICE.","Technical","specification",,181,"N/A"
"fv0899","FieldValue"," incorporate all active elements of the UI, such as buttons, visual indicators, sound generation and haptic feedback.","Technical","specification",,182,"N/A"
"fv0900","FieldValue"," contain a primary cell (i.e. non-rechargeable battery).","Technical","specification",,183,"N/A"
"fv0901","FieldValue"," contain an electrical drive mechanism having: 

     -  positional and directional feedback 
     -  a magnetic coupling to the POD drug delivery mechanism","Technical","specification",,184,"N/A"
"fv0902","FieldValue"," contain a single PCBA incorporating: 

     -  all sensors relating to the POD
     -  an interface the active UI elements
     -  programmable logic controller
     -  motor controllers and drivers","Technical","specification",,185,"N/A"
"fv0903","FieldValue"," effect drug delivery according to both a factory-set basal infusion regimen and a user-requested bolus regimen.","Technical","specification",,186,"N/A"
"fv0904","FieldValue"," control the drug delivery mechanism of the POD.","Technical","specification",,187,"N/A"
"fv0905","FieldValue"," provide all the energy required for the DEVICE to operate.","Technical","specification",,188,"N/A"
"fv0906","FieldValue"," contain all the active feedback and control components of the UI.","Technical","specification",,189,"N/A"
"fv0907","FieldValue"," have a minimum lifetime of 5 therapy cycles of 24 hrs for the specified drug types and dose configurations.","Technical","specification",,190,"N/A"
"fv0908","FieldValue"," be able to confirm the presence of a validated POD as a precondition of drug delivery.","Technical","specification",,191,"N/A"
"fv0909","FieldValue"," proceed with the POD identification sequence only if the new POD has the same dose configuration as the first POD that was coupled to the CONTROLLER.","Technical","specification",,192,"N/A"
"fv0910","FieldValue"," have a watchdog timer that will reset the MCU in the event of temporary hardware faults or failures related to FW processes.","Technical","specification",,193,"N/A"
"fv0911","FieldValue"," have a Non-Volatile-Memory (NVM), which can permanently store at least the following:

   -  delivery related data
   -  log entries/files.","Technical","specification",,194,"N/A"
"fv0912","FieldValue"," be able to log and store inside the NVM at least the following motor parameters every time that the motor is intended to be operated:

   -  Absolute timestamp
   -  Target direction (clockwise/counter clockwise)
   -  Measured position (clockwise/counter clockwise)
   -  Target position in ENCODER counts
   -  Measured position in ENCODER counts
   -  Target speed in ENCODER counts per second
   -  PWM output in percentage
   -  Measured speed in ENCODER counts per second
   -  Measured current drawn.","Technical","specification",,195,"N/A"
"fv0913","FieldValue"," monitor the battery level and compare it against the following thresholds:

   -  [LOW_BATTERY_VOLTAGE]
   -  [CRITICAL_BATTERY_VOLTAGE]","Technical","specification",,196,"N/A"
"fv0914","FieldValue"," record the number valid PODs that have been coupled to it.","Technical","specification",,197,"N/A"
"fv0915","FieldValue"," record the duration of SKIN NEEDLE deployment for each POD attached to it.","Technical","specification",,198,"N/A"
"fv0916","FieldValue"," detect the following characteristics from the motor:

   -  Rotation direction
   -  Angular position
   -  Angular speed
   -  Current drawn","Technical","specification",,199,"N/A"
"fv0917","FieldValue"," house the BATTERY in such a way that it cannot be accessed by the USER except by destructive means.","Technical","specification",,200,"N/A"
"fv0918","FieldValue"," accommodate the specified increased BATTERY volume due to aging without incurring deformation of the casing or stresses to the main BATTERY interfaces.","Technical","specification",,201,"N/A"
"fv0919","FieldValue"," be powered by a primary (non-rechargeable) battery with the following characteristics:

   -  Technology: Lithium-Manganese Dioxide 
   -  Capacity: minimum 800 mAh
   -  Rated nominal voltage: minimum 3.0 V","Technical","specification",,202,"N/A"
"fv0920","FieldValue"," have a Start/Pause Button and a Bolus Button having features intended to prevent unintended actuation when the CONTROLLER comes into contact with flat surfaces.","Technical","specification",,203,"N/A"
"fv0921","FieldValue"," manage the Bolus Button interrupt event time durations according to the following conditions:

   -  duration less than [bolus_DEBOUNCE_TIME]
          -  not a valid USER action

   -  duration in the range [bolus_CLICK_MIN] to [bolus_CLICK_MAX]
          -  Click Event: ""short press"" by the USER

   -  duration in the range [bolus_HOLD_MIN] to [bolus_HOLD_MAX]
          -  Hold Event: ""long press"" by the USER

   -  duration greater than [bolus_HOLD_MAX]
          -  not a valid USER action, and an information signal shall be produced to inform the USER that the button was stuck in a pressed position.","Technical","specification",,204,"N/A"
"fv0922","FieldValue"," contain the Primary Packaging of 3 ml of the drug being delivered.","Technical","specification",,205,"N/A"
"fv0923","FieldValue"," contain all components of the DEVICE having contact with the drug before and during drug delivery.","Technical","specification",,206,"N/A"
"fv0924","FieldValue"," incorporate all elements of the DEVICE having continuous contact with the USER throughout the THERAPY CYCLE.","Technical","specification",,207,"N/A"
"fv0925","FieldValue"," incorporate an ADHESIVE PATCH that affixes the DEVICE to the USER's skin for the duration of a THERAPY CYCLE.","Technical","specification",,208,"N/A"
"fv0926","FieldValue"," deliver the drug from its primary packaging (CONTAINER) to the USER as directed by the CONTROLLER.","Technical","specification",,209,"N/A"
"fv0927","FieldValue"," extract the drug from a CONTAINER sealed with a septum.","Technical","specification",,210,"N/A"
"fv0928","FieldValue"," deliver the drug subcutaneously to any of the specified sites on the USER.","Technical","specification",,211,"N/A"
"fv0929","FieldValue"," allow the USER to inspect the drug visually.","Technical","specification",,212,"N/A"
"fv0930","FieldValue"," prevent the USER from accessing the drug.","Technical","specification",,213,"N/A"
"fv0931","FieldValue"," have mechanisms with the function of protecting the USER against needle-stick injuries.","Technical","specification",,214,"N/A"
"fv0932","FieldValue"," be able to store machine-readable information specific to each manufactured unit.","Technical","specification",,215,"N/A"
"fv0933","FieldValue"," have a Needle Insertion Mechanism (NIM) having the following functions: 

   -  insertion of the SKIN NEEDLE into the USER's skin
   -  retraction of the SKIN NEEDLE into the POD at the end of THERAPY CYCLE
   -  retraction of the SKIN NEEDLE on premature removal of the DEVICE from the injection site prior the  end of THERAPY CYCLE
   -  protection from the exposed SKIN NEEDLE in case of failure of the retraction mechanism.","Technical","specification",,216,"N/A"
"fv0934","FieldValue"," have a Fluid Path Opening System (FPOS) that penetrates the Primary Container (CONTAINER) with a SEPTUM NEEDLE to gain access to the drug.","Technical","specification",,217,"N/A"
"fv0935","FieldValue"," have a FLUIDIC PATHWAY that allows the drug to flow from the Primary Container to the targeted delivery site.","Technical","specification",,218,"N/A"
"fv0936","FieldValue"," not leak primed drug fluid at any point under normal operating conditions.","Technical","specification",,219,"N/A"
"fv0937","FieldValue"," deliver [bolus_AVAILABLE_CYCLE] bolus pulses on the ""HIGH"" dose configuration setting.   

Note: 95% coverage and 95% confidence.","Technical","specification",,220,"N/A"
"fv0938","FieldValue"," ensure that ETO gas is able to reach all surfaces that may come to contact the USER or the drug during use.","Technical","specification",,221,"N/A"
"fv0939","FieldValue"," be constructed of materials that are shown to withstand the ETO sterilization process without showing any degradation or lack of performance.","Technical","specification",,222,"N/A"
"fv0940","FieldValue"," deliver [basal_SET_PULSE_HOUR]*[THERAPY_CYCLE_DURATION] basal pulses on the ""HIGH"" dose configuration setting.   

Note: 95% coverage and 95% confidence.","Technical","specification",,223,"N/A"
"fv0941","FieldValue"," have a drug inspection window that can withstand a force of [WINDOW_CRASH_FORCE].","Technical","specification",,224,"N/A"
"fv0942","FieldValue"," have a minimum lifetime of [THERAPY_CYCLE_DURATION] hours before needing to be replaced.","Technical","specification",,225,"N/A"
"fv0943","FieldValue"," ensure that, with the exception of destructive means (i.e. breaking open, cutting, drilling etc.), the drug can only be dispensed with the use of the CONTROLLER, or other part having an equivalent magnetic interface.","Technical","specification",,226,"N/A"
"fv0944","FieldValue"," contain within its housing, and inaccessible to the USER, all components having contact with the drug, with the exception of the SKIN NEEDLE.","Technical","specification",,227,"N/A"
"fv0945","FieldValue",", as supplied to the USER prior to use, ensure that the SKIN NEEDLE is entirely contained within the body of the POD as per [TRS-1639].","Technical","specification",,228,"N/A"
"fv0946","FieldValue"," ensure that, once retracted, the SKIN NEEDLE is fully contained within the POD as per [TRS-1639].","Technical","specification",,229,"N/A"
"fv0947","FieldValue"," have a transparent colourless window that enables the USER to inspect the drug within its CONTAINER for changes in colour or particles/precipitants prior to starting the therapy.","Technical","specification",,230,"N/A"
"fv0948","FieldValue"," indicate the location of the SKIN NEEDLE both before and after the LINER is removed and prior to it being placed on the injection site.","Technical","specification",,231,"N/A"
"fv0949","FieldValue"," have a label that is only visible when not coupled to a CONTROLLER.","Technical","specification",,232,"N/A"
"fv0950","FieldValue"," have a flat or cylindrical area of minimum [DISPOSABLE_LABEL_AREA] to accommodate the DEVICE label with all the required information and markings.","Technical","specification",,233,"N/A"
"fv0951","FieldValue"," have an actuation force in the range of [START_PAUSE_BUTTON_MIN_ACTUATION_FORCE] to [START_PAUSE_BUTTON_MAX_ACTUATION_FORCE].","Technical","specification",,234,"N/A"
"fv0952","FieldValue"," have a shortest side having a minimum length of [START_PAUSE_BUTTON_SIZE].","Technical","specification",,235,"N/A"
"fv0953","FieldValue"," have one of the following shapes:

   -  circular
   -  square with corner radii allowed
   -  rectangular with corner radii allowed","Technical","specification",,236,"N/A"
"fv0954","FieldValue"," have a minimum snap ratio of [START_PAUSE_BUTTON_SNAP_RATIO].","Technical","specification",,237,"N/A"
"fv0955","FieldValue"," shall have a maximum displacement of [START_PAUSE_ACT_TRAVEL] +/- [START_PAUSE_ACT_TRAVEL_TOLL].","Technical","specification",,238,"N/A"
"fv0956","FieldValue"," not be able to come into contact with a 6 mm diameter sphere placed anywhere on the surface of the POD in any of the following conditions: 

   -  in its starting position prior to insertion (default position)
   -  retracted after being inserted (retracted position) 
   -  extended, not retracted, and protected by the NEEDLE SHIELD

Note: as per ISO 23908","Technical","specification",,239,"N/A"
"fv0957","FieldValue"," be deployed perpendicularly to the base of the POD, with a maximum angular tolerance equal to [SKIN_NEEDLE_DEP_DIR_TOLL].","Technical","specification",,240,"N/A"
"fv0958","FieldValue",", at the end of the THERAPY CYCLE or on premature removal of the DEVICE from the injection site prior to the end of THERAPY CYCLE, be fully retracted perpendicularly to the base of POD with a maximum angular tolerance of [SKIN_NEEDLE_RET_DIR_TOLL].","Technical","specification",,241,"N/A"
"fv0959","FieldValue",", at the end of the THERAPY CYCLE or on premature removal of the DEVICE from the injection site prior to the end of THERAPY CYCLE, be fully retracted inside the POD in a maximum time of [SKIN_NEEDLE_MAX_RETRACTION_TIME].","Technical","specification",,242,"N/A"
"fv0960","FieldValue"," have a tip geometry of one of the following types:

   -  Huber
   -  Tuohy
   -  Hustead
   -  bent point

or similar non-coring style tip design.","Technical","specification",,243,"N/A"
"fv0961","FieldValue"," have a tip having a minimum [TBD] bevels of form/size [TBD].  

Note: to prevent hooking during deployment.","Technical","specification",,244,"N/A"
"fv0962","FieldValue",", following its deployment, have a maximum number of visible particles inside it of [MAX_NUMBER_PARTICLES].","Technical","specification",,245,"N/A"
"fv0963","FieldValue"," minimize coring and fragmentation when penetrating the NEEDLE SHIELD protective membrane. 

Note:  Test according to the procedure specified in ISO 11608-3:2021, clause 5.2.","Technical","specification",,246,"N/A"
"fv0964","FieldValue"," require a maximum time of [SN_PENETRATION_TIME] to move from its start position to its full extension as per [TRS-360].","Technical","specification",,247,"N/A"
"fv0965","FieldValue"," be able to reach its full extension position as per [TRS-360] with a force applied to its tip in a direction parallel to, and opposing its displacement, of [MAX_SN_PENETRATION_FORCE].  

Note:  equivalent to a needle that penetrates a polyurethane film of 0.35 ± 0.05 mm thickness with a 85 ± 10 Shore A hardness at a nominal rate of 100 mm/min.","Technical","specification",,248,"N/A"
"fv0966","FieldValue"," be of one of the following types:

   -  29G
   -  29G Thin Wall
   -  29G Special Thin Wall","Technical","specification",,249,"N/A"
"fv0967","FieldValue",", for the entire duration of the THERAPY CYCLE, extend a distance in the range of [INSERTION_DEPTH_RANGE] as measured from the tip to the nearest surface of the DEVICE contacting the skin in a direction parallel to its axis.","Technical","specification",,250,"N/A"
"fv0968","FieldValue",", as supplied to the USER prior to use, extend out of the POD at its maximum protrusion position.","Technical","specification",,251,"N/A"
"fv0969","FieldValue",", prior to actuation of the SKIN NEEDLE insertion mechanism, exert a maximum resistance of [NIM_SHIELD_MOVING_FORCE] at any point over its travel from its maximum protrusion to its minimum protrusion position.","Technical","specification",,252,"N/A"
"fv0970","FieldValue",", on placing the POD on a flat surface prior to actuation of the SKIN NEEDLE insertion mechanism, exert a maximum reaction force of [NIM_SHIELD_MAX_REACTION_FORCE].","Technical","specification",,253,"N/A"
"fv0971","FieldValue",", on the POD being removed from a flat surface, automatically deploy and cover the SKIN NEEDLE completely.","Technical","specification",,254,"N/A"
"fv0972","FieldValue",", on reaching its position of maximum protrusion at any time after the start of actuation of the NEEDLE SKIN insertion mechanism, remain locked in place without the possibility of being released.","Technical","specification",,255,"N/A"
"fv0973","FieldValue",", on being released from its minimum protrusion position and without encountering resistance, reach its maximum protrusion position in a maximum time of [NIM_SHIELD_MAX_PROTUSION_TIME].","Technical","specification",,256,"N/A"
"fv0974","FieldValue",", once locked at its maximum protrusion position, withstand a push force applied to its bottom surface, and parallel to its direction of deployment, of [NIM_SHIELD_MAX_PUSHING_FORCE] without being damaged or allowing a 6 mm diameter sphere placed on the NEEDLE SHIELD opening to come into contact with the SKIN NEEDLE.","Technical","specification",,257,"N/A"
"fv0975","FieldValue",", once locked at its maximum protrusion position, withstand a tilting displacement (1) of [NIM_SHIELD_MAX_TILTING_ANGLE] without being damaged or unlocking and exposing the SKIN NEEDLE.

Note (1)  i.e. angular displacement around any axis perpendicular to that of the SKIN NEEDLE","Technical","specification",,258,"N/A"
"fv0976","FieldValue",", once locked at its maximum protrusion position, withstand a torque around the axis of the SKIN NEEDLE of [NIM_SHIELD_MAXIMUM_TORQUE] without being damaged or detaching from the POD.","Technical","specification",,259,"N/A"
"fv0977","FieldValue",", once locked at its maximum protrusion position, withstand a pull force applied along its direction of deployment of [NIM_SHIELD_MAX_PULLING_FORCE] without being damaged or detaching from the POD.","Technical","specification",,260,"N/A"
"fv0978","FieldValue"," penetrate fully the SEPTUM during actuation under any combination of production tolerances.","Technical","specification",,261,"N/A"
"fv0979","FieldValue"," not be able to contact the SEPTUM prior to actuation under any combination of production tolerances.","Technical","specification",,262,"N/A"
"fv0980","FieldValue"," require a maximum time of [FPOS_MAX_PENETRATION_TIME] to move from its start position to its final position as per [TRS-348].","Technical","specification",,263,"N/A"
"fv0981","FieldValue"," be able to reach its full extension position as per [TRS-348] with a force applied to its tip in a direction parallel to, and opposing its displacement, of [FPOS_MAX_PENETRATION_FORCE].","Technical","specification",,264,"N/A"
"fv0982","FieldValue"," move along a direction parallel to the Primary Container main axis, with a maximum angular mismatch equal to [FPOS_DEP_DIR_TOL].","Technical","specification",,265,"N/A"
"fv0983","FieldValue"," minimize coring and fragmentation when penetrating the SEPTUM. 

Note:  Test according to the procedure specified in ISO 11608-3:2021, clause 5.2.","Technical","specification",,266,"N/A"
"fv0984","FieldValue"," have a position in its deployed state where the distance from its tip to the reference surface in the Primary Container cap is in the range [MIN_SEPTN_PENETRATION_DEPTH] to [MAX_SEPTN_PENETRATION_DEPTH].","Technical","specification",,267,"N/A"
"fv0985","FieldValue"," be of type 27G or 27G Thin Wall.","Technical","specification",,268,"N/A"
"fv0986","FieldValue"," have a tip geometry of one of the following types:

   -  Huber
   -  Tuohy
   -  Hustead
   -  bent point

or similar non-coring style tip design.","Technical","specification",,269,"N/A"
"fv0987","FieldValue"," be connected to the SKIN NEEDLE by means of a flexible tube.","Technical","specification",,270,"N/A"
"fv0988","FieldValue"," be composed of the following components: 

   -  SEPTUM NEEDLE
   -  flexible tube
   -  SKIN NEEDLE","Technical","specification",,271,"N/A"
"fv0989","FieldValue"," be free from drug formulation leakage before, during and after delivery, except for from the tip of the SKIN NEEDLE during priming and delivery.","Technical","specification",,272,"N/A"
"fv0990","FieldValue"," have a maximum holdup volume of [FP_HOLD_UP_VOLUME].","Technical","specification",,273,"N/A"
"fv0991","FieldValue"," contain an air volume before priming, and excluding that inside the Primary Container, of maximum [MAX_FLUID_PATH_AIR_VOLUME].","Technical","specification",,274,"N/A"
"fv0992","FieldValue"," have a flexible part that does not kink during normal DEVICE operation.","Technical","specification",,275,"N/A"
"fv0993","FieldValue"," be constructed with materials that demonstrate suitability contact with the drug for a period of 48 hrs [TBD].","Technical","specification",,276,"N/A"
"fv0994","FieldValue"," be constructed with materials that are suitable and compatible with ETO sterilization without any evidence of damage or degradation of nominal properties.","Technical","specification",,277,"N/A"
"fv0995","FieldValue"," have a glass cylinder that complies with ISO 13926-1.","Technical","specification",,278,"N/A"
"fv0996","FieldValue"," have a Lined Cap (SEPTUM) that complies with ISO 13926-3.","Technical","specification",,279,"N/A"
"fv0997","FieldValue"," have a Plunger that complies with ISO 13926-2.","Technical","specification",,280,"N/A"
"fv0998","FieldValue"," have the following dimensions (1) when finished and assembled:

   -  Distance from the reference surface of the SEPTUM/Lined Cap (at a reference diameter of 5.0 mm) to the back end of the cartridge: 63.8+/- 0.4 mm
   -  Crimped cap diameter: 7.95 +/- 0.15 mm.

(1)  in addition to the dimensions already specified in [TRS-342]","Technical","specification",,281,"N/A"
